id,name,city,country,iata,icao,latitude,longitude,altitude,timezone,dst,tz_database_timezone,type,source
1991,Major Brigadeiro Trompowsky Airport,Varginha,Brazil,VAG,SBVG,-21.59009933,-45.47330093,3025,-3,S,America/Sao_Paulo,airport,OurAirports
1992,Brigadeiro Camarão Airport,Vilhena,Brazil,BVH,SBVH,-12.69439983,-60.09830093,2018,-4,S,America/Boa_Vista,airport,OurAirports
1993,Eurico de Aguiar Salles Airport,Vitoria,Brazil,VIX,SBVT,-20.258057,-40.286388,11,-3,S,America/Sao_Paulo,airport,OurAirports
1994,Campo Fontenelle Airport,Piracununga,Brazil,QPS,SBYS,-21.98460007,-47.33480072,1968,-3,S,America/Sao_Paulo,airport,OurAirports
1995,Chacalluta Airport,Arica,Chile,ARI,SCAR,-18.348499,-70.338699,167,-4,S,America/Santiago,airport,OurAirports
1996,Balmaceda Airport,Balmaceda,Chile,BBA,SCBA,-45.91609955,-71.6894989,1722,-4,S,America/Santiago,airport,OurAirports
1997,Chile Chico Airport,Chile Chico,Chile,CCH,SCCC,-46.58330154,-71.68740082,1070,-4,S,America/Santiago,airport,OurAirports
1998,El Loa Airport,Calama,Chile,CJC,SCCF,-22.49819946,-68.9036026,7543,-4,S,America/Santiago,airport,OurAirports
1999,Gral. Bernardo O´Higgins Airport,Chillan,Chile,YAI,SCCH,-36.58250046,-72.03140259,495,-4,S,America/Santiago,airport,OurAirports
2000,Pdte. Carlos Ibañez del Campo Airport,Punta Arenas,Chile,PUQ,SCCI,-53.002602,-70.854599,139,-4,S,America/Santiago,airport,OurAirports
2001,Teniente Vidal Airport,Coyhaique,Chile,GXQ,SCCY,-45.59420013,-72.10610199,1020,-4,S,America/Santiago,airport,OurAirports
2002,Diego Aracena Airport,Iquique,Chile,IQQ,SCDA,-20.53520012,-70.1812973,155,-4,S,America/Santiago,airport,OurAirports
2003,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,SCL,SCEL,-33.39300156,-70.78579712,1555,-4,S,America/Santiago,airport,OurAirports
2004,Andrés Sabella Gálvez International Airport,Antofagasta,Chile,ANF,SCFA,-23.444501,-70.445099,455,-4,S,America/Santiago,airport,OurAirports
2005,Capitan Fuentes Martinez Airport Airport,Porvenir,Chile,WPR,SCFM,-53.25370026,-70.31919861,104,-4,S,America/Santiago,airport,OurAirports
2006,Futaleufú Airport,Futaleufu,Chile,FFU,SCFT,-43.18920135,-71.85109711,1148,-4,S,America/Santiago,airport,OurAirports
